name,rank,year,company_founded,company_name,company_relationship,company_sector,company_type,demographics_age,demographics_gender,location_citizenship,location_country_code,location_gdp,location_region,wealth_type,wealth_worth_in_billions,wealth_how_category,wealth_how_from_emerging,wealth_how_industry,wealth_how_inherited,wealth_how_was_founder,wealth_how_was_political
 Abdullah Al Rajhi ,222,"2,001.00","1,957.00", Al Rajhi bank , founder , Banking , new , -   , male , Saudi Arabia , SAU ,"183,000,000,000.00", Middle East/North Africa , self-made finance ,2.1, Financial , True , Money Management , nonin , True , True 
 Achille Maramotti ,222,"2,001.00","1,951.00", MaxMara , founder , fashion , new ,74, male , Italy , ITA ,"1,160,000,000,000.00", Europe , fnf ,2.1, Traded Sectors , True , Consumer , nonin , True , True 
 Adolf Merckle ,222,"2,001.00","1,881.00", Ratiopharm , relation , pharmaceuticals , new ,66, male , Germany , DEU ,"1,950,000,000,000.00", Europe , inherited ,2.1, New Sectors , True , Technology-Medical , 4th generation , True , True 
 Adrian Swire ,222,"2,001.00","1,816.00", Swire , relation , trading company , new ,70, male , United Kingdom , GBR ,"1,530,000,000,000.00", Europe , inherited ,2.1, Financial , True , Diversified financial , 4th generation , True , True 
 Charles Johnson ,222,"2,001.00","1,947.00", Franklin Resources , relation , mutal funds , new ,68, male , United States , USA ,"10,600,000,000,000.00", North America , inherited ,2.1, Financial , True , Money Management , father , True , True 
 Edmund Wattis Littlefield ,222,"2,001.00","1,900.00", Utah Contstruction Company , relation , construction , new , -   , male , United States , USA ,"10,600,000,000,000.00", North America , inherited ,2.1, Resource Related , True , Mining and metals , 3rd generation , True , True 
 Ernest Stempel ,222,"2,001.00","1,919.00", AIG , chairman , insurance , new ,84, male , Bermuda , BMU ,"3,680,000,000.00", -   , executive ,2.1, New Sectors , True , Technology-Medical , nonin , True , True 
 John Dorrance ,222,"2,001.00","1,869.00", Campbell Soup , relation , soup , aquired ,57, male , Ireland , IRL ,"109,000,000,000.00", Europe , inherited ,2.1, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Louis Gonda ,222,"2,001.00","1,973.00", ILFC , founder , aircraft leasing , new ,52, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2.1, Traded Sectors , True , Consumer , nonin , True , True 
 Sammy Ofer ,222,"2,001.00","1,950.00", Zodiac Maritime Agencies , relation , shipping , new , -   , male , Israel , ISR ,"130,000,000,000.00", Middle East/North Africa , inherited ,2.1, Traded Sectors , True , Consumer , father , True , True 
 Sergio Mantegazza ,222,"2,001.00","1,928.00", Globus , relation , travel company , new ,73, male , Switzerland , CHE ,"279,000,000,000.00", Europe , inherited ,2.1, -   , True , Other , father , True , True 
 Steven Spielberg ,222,"2,001.00","1,994.00", DreamWorks , founder , movies , new ,54, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2.1, Non-Traded Sectors , True , Media , nonin , True , True 
 Edmond Safra ,223,"1,996.00","1,955.00", Banco Safra (now Saftra Group) , founder , banking , new , -   , male , Lebanon , LBN ,"13,690,217,121.00", Middle East/North Africa , self-made finance ,1.8, Financial , True , Money Management , nonin , True , True 
 Teh Hong Piow ,224,"1,996.00","1,966.00", Public Bank , founder , banking , new ,56, male , Malaysia , MYS ,"101,000,000,000.00", East Asia , self-made finance ,1.8, Financial , True , Money Management , nonin , True , True 
" Rupert Johnson, Jr. ",224,"2,014.00","1,947.00", Franklin Resources , relation , mutal funds , new ,72, male , United States , USA , -   , North America , inherited ,6.2, Financial , True , Money Management , father , True , True 
 S. Truett Cathy ,224,"2,014.00","1,946.00", Chick-fil-A , founder , restaurants , new ,92, male , United States , USA , -   , North America , fnf ,6.2, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Sumner Redstone ,224,"2,014.00","1,936.00", National Amusements , relation , media , new ,90, male , United States , USA , -   , North America , inherited ,6.2, Non-Traded Sectors , True , Media , father , True , True 
 Alberto Bailleres Gonzalez ,225,"1,996.00","1,960.00", Penoles , relation , mining , privatization ,63, male , Mexico , MEX ,"397,000,000,000.00", Latin America , inherited ,1.8, Resource Related , True , Mining and metals , father , True , True 
 Huang Shi-hui ,226,"1,996.00","1,903.00", Chinfon Group , relation , automobiles , new , -   , male , Taiwan , Taiwan , -   , East Asia , inherited ,1.8, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Moores family ,227,"1,996.00","1,932.00", Littlewoods ,, retail , new , -   ,, United Kingdom , GBR ,"1,310,000,000,000.00", Europe , inherited ,1.8, Non-Traded Sectors , True ," Retail, Restaurant ", father , True , True 
 David Geffen ,227,"2,014.00","1,970.00", Asylum Records/Geffen Records/Dreamworks , founder , entertainment , new ,71, male , United States , USA , -   , North America , fnf ,6.1, Non-Traded Sectors , True , Media , nonin , True , True 
 Iskander Makhmudov ,227,"2,014.00","1,999.00", Ural Mining and Metallurgical Company , founder , mining , new ,50, male , Russia , RUS , -   , Europe , privatized and resources ,6.1, Resource Related , True , Mining and metals , nonin , True , True 
 Lucio Tan ,227,"2,014.00","1,982.00", Asia Brewery , founder , beverages , new ,79, male , Philippines , PHL , -   , East Asia , privatized and resources ,6.1, Financial , True , Diversified financial , nonin , True , True 
 Pyotr Aven ,227,"2,014.00","1,989.00", Alfa Group , chairman of the board , financial services , new ,58, male , Russia , RUS , -   , Europe , privatized and resources ,6.1, Resource Related , True , Energy , nonin , True , True 
 Richard LeFrak ,227,"2,014.00","1,883.00", LeFrack  , relation , real estate , new ,68, male , United States , USA , -   , North America , inherited ,6.1, Financial , True , Real Estate , 4th generation , True , True 
 Sandra Ortega Mera ,227,"2,014.00","1,975.00", Zara , relation , clothing , new ,45, female , Spain , ESP , -   , Europe , inherited ,6.1, Traded Sectors , True , Consumer , father , True , True 
" Thomas Frist, Jr. ",227,"2,014.00","1,968.00", Hostpital Corporation of America , founder/relation , hospitals , new ,75, male , United States , USA , -   , North America , fnf ,6.1, New Sectors , True , Technology-Medical , nonin , True , True 
 Bennett Dorrance ,228,"1,996.00","1,869.00", Campbell Soup , relation , soup , aquired ,63, male , United States , USA ,"8,100,000,000,000.00", North America , inherited ,1.8, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Stanley Hubbard ,229,"1,996.00","1,925.00", Hubbard Broadcasting Inc , owner , media , new ,62, male , United States , USA ,"8,100,000,000,000.00", North America , executive ,1.8, Non-Traded Sectors , True , Media , nonin , True , True 
 Eliodoro Matte ,230,"1,996.00","1,920.00", CMPC , relation , timber and paper , new ,50, male , Chile , CHL ,"75,800,000,000.00", Latin America , inherited ,1.7, Traded Sectors , True , Consumer , father , True , True 
 Goulandris family ,231,"1,996.00", -   , Fitzwilton ,, shipping ,, -   ,, Greece , GRC ,"147,000,000,000.00", Europe , inherited ,1.7, Financial , True , Money Management , nonin , True , True 
 John Dorrance ,232,"1,996.00","1,869.00", Campbell Soup , relation , soup , aquired ,52, male , Ireland , IRL ,"75,700,000,000.00", Europe , inherited ,1.7, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Masakuni Osano ,233,"1,996.00","1,960.00", Kyo-Ya Company , president , real estate , new , -   , male , Japan , JPN ,"4,710,000,000,000.00", East Asia , self-made finance ,1.7, Financial , True , Real Estate , nonin , True , True 
 Ingvar Kamprad ,234,"1,996.00","1,943.00", IKEA , founder , furniture , new ,69, male , Sweden , SWE ,"288,000,000,000.00", Europe , fnf ,1.7, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Antonio Champalimaud ,234,"2,001.00","1,923.00", Maceira Liz , relation , cement , new ,82, male , Portugal , PRT ,"122,000,000,000.00", Europe , inherited ,2, Financial , True , Money Management , father , True , True 
 Ayhan Sahenk ,234,"2,001.00","1,951.00", Dogus Holding , founder , construction , new , -   , male , Turkey , TUR ,"196,000,000,000.00", Middle East/North Africa , self-made finance ,2, Financial , True , Money Management , nonin , True , True 
 Edward Gaylord ,234,"2,001.00","1,975.00", Gaylord Entertainment Company , founder , media , new , -   , male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2, Non-Traded Sectors , True , Media , nonin , True , True 
 Fayez Sarofim ,234,"2,001.00","1,958.00", Fayez Sarofim & Co , relation , money management , new ,72, male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,2, Financial , True , Money Management , nonin , True , True 
 Gary Winnick ,234,"2,001.00","1,997.00", Global Crossing limited , founder , fiber optic cables , new , -   , male , United States , USA ,"10,600,000,000,000.00", North America , self-made finance ,2, Financial , True , Money Management , nonin , True , True 
 Georg Thyssen-Bornemisza ,234,"2,001.00","1,926.00", TBG (Thyssen-Bornemisza Group) Holdings , relation , steel , new , -   , male , Switzerland , CHE ,"279,000,000,000.00", Europe , inherited ,2, Traded Sectors , True , Non-consumer industrial , 3rd generation , True , True 
 Hubert Burda ,234,"2,001.00","1,898.00", Hubert Burda Media , relation , media , new ,61, male , Germany , DEU ,"1,950,000,000,000.00", Europe , inherited ,2, Non-Traded Sectors , True , Media , father , True , True 
 Hugo Mann ,234,"2,001.00","1,938.00", Mann Mobilia , founder , furniture , new ,87, male , Germany , DEU ,"1,950,000,000,000.00", Europe , fnf ,2, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Jeffrey Bezos ,234,"2,001.00","1,994.00", Amazon , founder ,  technology ,  new ,37, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 John Menard ,234,"2,001.00","1,972.00", Menards , founder , hardware stores , new ,61, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 John Morgridge ,234,"2,001.00","1,984.00", Cisco Systems , ceo , software , new ,67, male , United States , USA ,"10,600,000,000,000.00", North America , executive ,2, New Sectors , True , Technology-Computer , nonin , True , True 
 Patrick McGovern ,234,"2,001.00","1,964.00", International Data Goup , founder , technology publishing , new ,63, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2, New Sectors , True , Technology-Computer , nonin , True , True 
 Peter Kellogg ,234,"2,001.00","1,931.00"," Spear, Leeds & Kellogg ", relation , investment banking , new ,58, male , United States , USA ,"10,600,000,000,000.00", North America , inherited ,2, Financial , True , Money Management , father , True , True 
 Richard Egan ,234,"2,001.00","1,979.00", EMC Corporation , founder , data storage , new ,65, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2, New Sectors , True , Technology-Computer , nonin , True , True 
 Richard Li ,234,"2,001.00","1,971.00", Cheung king , relation , real estate , new ,34, male , Hong Kong , HKG ,"169,000,000,000.00", East Asia , inherited ,2, Non-Traded Sectors , True , Media , father , True , True 
 Robert Naify ,234,"2,001.00","1,912.00",, relation , movie theatres , new ,79, male , United States , USA ,"10,600,000,000,000.00", North America , inherited ,2, -   , True , -   , father , True , True 
 Theodore Waitt ,234,"2,001.00","1,985.00", Gateway , founder , computers , new ,38, male , United States , USA ,"10,600,000,000,000.00", North America , fnf ,2, New Sectors , True , Technology-Computer , nonin , True , True 
 Chan Laiwa ,234,"2,014.00","1,988.00", Fuwah International Group , founder , real estate , new ,73, female , China , CHN , -   , East Asia , self-made finance ,6, Financial , True , Real Estate , nonin , True , True 
 Denis O'Brien ,234,"2,014.00","1,997.00", Estat Digiphone (O2) , founder , telecommunications , new ,55, male , Ireland , IRL , -   , Europe , privatized and resources ,6, Non-Traded Sectors , True , Media , nonin , True , True 
 Filaret Galchev ,234,"2,014.00","1,999.00", Rosuglesbyt , founder , coal , new ,50, male , Russia , RUS , -   , Europe , fnf ,6, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Ira Rennert ,234,"2,014.00","1,975.00", Renco , founder , investment , new ,79, male , United States , USA , -   , North America , self-made finance ,6, Financial , True , Diversified financial , nonin , True , True 
 James Irving ,234,"2,014.00","1,882.00", J.D. Irving , relation , timber , new ,85, male , Canada , CAN , -   , North America , inherited ,6, Financial , True , Diversified financial , 3rd generation , True , True 
 Patrizio Bertelli ,234,"2,014.00","1,913.00", Prada , relation , luxury goods , new ,68, male , Italy , ITA , -   , Europe , inherited ,6, Traded Sectors , True , Consumer , father , True , True 
 Piya Bhirombhakdi ,235,"1,996.00","1,933.00", Boon Rawd Brewery , relation , beer , new , -   , male , Thailand , THA ,"182,000,000,000.00", East Asia , inherited ,1.7, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Boonchai Bencharongkul ,236,"1,996.00","1,989.00", Total Access Communications , chairman , telecomm , new , -   , male , Thailand , THA ,"182,000,000,000.00", East Asia , executive ,1.7, Non-Traded Sectors , True , Media , nonin , True , True 
 Gordon Getty ,237,"1,996.00","1,904.00", Getty  , relation , oil , new ,45, male , United States , USA ,"8,100,000,000,000.00", North America , inherited ,1.7, Resource Related , True , Energy , father , True , True 
 Theodore Waitt ,238,"1,996.00","1,985.00", Gateway , founder , computers , new ,33, male , United States , USA ,"8,100,000,000,000.00", North America , fnf ,1.7, New Sectors , True , Technology-Computer , nonin , True , True 
 Harry Brakemann Helmsley ,239,"1,996.00","1,938.00", Helmsley hotels , founder , real estate , aquired , -   , male , United States , USA ,"8,100,000,000,000.00", North America , self-made finance ,1.7, Financial , True , Real Estate , nonin , True , True 
